C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\center_2020_09_18_21_05_13_928.jpg, C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\left_2020_09_18_21_05_13_928.jpg, C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\right_2020_09_18_21_05_13_928.jpg, -0.3189873, 0, 0, 17.2029
C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\center_2020_09_18_21_05_14_030.jpg, C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\left_2020_09_18_21_05_14_030.jpg, C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\right_2020_09_18_21_05_14_030.jpg, -0.0937617, 0, 0, 17.01262
C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\center_2020_09_18_21_05_14_132.jpg, C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\left_2020_09_18_21_05_14_132.jpg, C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\right_2020_09_18_21_05_14_132.jpg, -0.1941747, 0, 0, 16.29475
C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\center_2020_09_18_21_05_14_234.jpg, C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\left_2020_09_18_21_05_14_234.jpg, C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\right_2020_09_18_21_05_14_234.jpg, 0, 0, 0, 16.66097
C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\center_2020_09_18_21_05_14_337.jpg, C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\left_2020_09_18_21_05_14_337.jpg, C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\right_2020_09_18_21_05_14_337.jpg, -0.2864757, 0, 0, 15.94709
C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\center_2020_09_18_21_05_14_443.jpg, C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\left_2020_09_18_21_05_14_443.jpg, C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\right_2020_09_18_21_05_14_443.jpg, -0.02514124, 0, 0, 16.32065
C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\center_2020_09_18_21_05_14_546.jpg, C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\left_2020_09_18_21_05_14_546.jpg, C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\right_2020_09_18_21_05_14_546.jpg, -0.3300561, 0, 0, 15.60595
C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\center_2020_09_18_21_05_14_650.jpg, C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\left_2020_09_18_21_05_14_650.jpg, C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\right_2020_09_18_21_05_14_650.jpg, -0.6837627, 0, 0, 15.23777
C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\center_2020_09_18_21_05_14_752.jpg, C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\left_2020_09_18_21_05_14_752.jpg, C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\right_2020_09_18_21_05_14_752.jpg, -0.7785069, 0, 0, 15.40151
C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\center_2020_09_18_21_05_14_856.jpg, C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\left_2020_09_18_21_05_14_856.jpg, C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\right_2020_09_18_21_05_14_856.jpg, -0.486473, 0, 0, 14.72859
C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\center_2020_09_18_21_05_14_960.jpg, C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\left_2020_09_18_21_05_14_960.jpg, C:\Users\dtm\Downloads\simulator-windows-64\data\IMG\right_2020_09_18_21_05_14_960.jpg, -0.174486, 0, 0, 15.12308
